"Order"	"time_BodyAcc-mean()-X"	"time_BodyAcc-mean()-Y"	"time_BodyAcc-mean()-Z"	"time_BodyAcc-std()-X"	"time_BodyAcc-std()-Y"	"time_BodyAcc-std()-Z"	"time_GravityAcc-mean()-X"	"time_GravityAcc-mean()-Y"	"time_GravityAcc-mean()-Z"	"time_GravityAcc-std()-X"	"time_GravityAcc-std()-Y"	"time_GravityAcc-std()-Z"	"time_BodyAccJerk-mean()-X"	"time_BodyAccJerk-mean()-Y"	"time_BodyAccJerk-mean()-Z"	"time_BodyAccJerk-std()-X"	"time_BodyAccJerk-std()-Y"	"time_BodyAccJerk-std()-Z"	"time_BodyGyro-mean()-X"	"time_BodyGyro-mean()-Y"	"time_BodyGyro-mean()-Z"	"time_BodyGyro-std()-X"	"time_BodyGyro-std()-Y"	"time_BodyGyro-std()-Z"	"time_BodyGyroJerk-mean()-X"	"time_BodyGyroJerk-mean()-Y"	"time_BodyGyroJerk-mean()-Z"	"time_BodyGyroJerk-std()-X"	"time_BodyGyroJerk-std()-Y"	"time_BodyGyroJerk-std()-Z"	"time_BodyAccMag-mean()"	"time_BodyAccMag-std()"	"time_GravityAccMag-mean()"	"time_GravityAccMag-std()"	"time_BodyAccJerkMag-mean()"	"time_BodyAccJerkMag-std()"	"time_BodyGyroMag-mean()"	"time_BodyGyroMag-std()"	"time_BodyGyroJerkMag-mean()"	"time_BodyGyroJerkMag-std()"	"freq_BodyAcc-mean()-X"	"freq_BodyAcc-mean()-Y"	"freq_BodyAcc-mean()-Z"	"freq_BodyAcc-std()-X"	"freq_BodyAcc-std()-Y"	"freq_BodyAcc-std()-Z"	"freq_BodyAccJerk-mean()-X"	"freq_BodyAccJerk-mean()-Y"	"freq_BodyAccJerk-mean()-Z"	"freq_BodyAccJerk-std()-X"	"freq_BodyAccJerk-std()-Y"	"freq_BodyAccJerk-std()-Z"	"freq_BodyGyro-mean()-X"	"freq_BodyGyro-mean()-Y"	"freq_BodyGyro-mean()-Z"	"freq_BodyGyro-std()-X"	"freq_BodyGyro-std()-Y"	"freq_BodyGyro-std()-Z"	"freq_BodyAccMag-mean()"	"freq_BodyAccMag-std()"	"freq_BodyBodyAccJerkMag-mean()"	"freq_BodyBodyAccJerkMag-std()"	"freq_BodyBodyGyroMag-mean()"	"freq_BodyBodyGyroMag-std()"	"freq_BodyBodyGyroJerkMag-mean()"	"freq_BodyBodyGyroJerkMag-std()"
"11"	"WALKING_UPSTAIRS 16"	0.270435829784574	-0.0126125083513564	-0.106174394163032	-0.982247201542553	-0.935561099917553	-0.948179340797872	0.849711106941489	0.125009687224853	0.190718377070745	-0.977950694707447	-0.957973340178191	-0.953114664468085	0.0772145431571808	0.00517219705631383	-0.00341582768565691	-0.984425293005319	-0.974071672819149	-0.983154437234042	-0.0393536820454787	-0.069746559731117	0.0837833286181915	-0.981796098484043	-0.966701668457447	-0.958860565239362	-0.0959990169308511	-0.0412328646117553	-0.0525608556768032	-0.985631322553192	-0.986606217632979	-0.983528316489362	-0.957061817845745	-0.942529000494681	-0.957061817845745	-0.942529000494681	-0.982519740265957	-0.97927749606383	-0.946677057765957	-0.952011543882979	-0.987752853324468	-0.984716950611702	-0.982082010718085	-0.947837391755319	-0.961532471223404	-0.982473396595745	-0.933388476341489	-0.944800512925532	-0.984603935159574	-0.974147681675532	-0.980392912712766	-0.985676522712766	-0.975937496196808	-0.984578059494681	-0.978126021542553	-0.972344757287234	-0.961215904015957	-0.983053848111702	-0.963990647260638	-0.961970171835106	-0.953872406755319	-0.945290086869681	-0.97895284412234	-0.978632862925532	-0.964946716968085	-0.952329943696809	-0.985509029680851	-0.984504345212766
"12"	"WALKING_UPSTAIRS 17"	0.273982641640777	-0.0118329399425728	-0.107895341529126	-0.98584631684466	-0.94215541815534	-0.934113370398058	0.90940553131068	0.0969455569495146	0.0765694959014563	-0.983609117864078	-0.963814287669903	-0.94560063776699	0.0774010561941748	0.00284397522359223	-0.00495309259044563	-0.985270589417476	-0.974189234126214	-0.982307973203884	-0.0405630385092524	-0.0729369786262136	0.0767992069417476	-0.981971493106796	-0.963378246990291	-0.960574264708738	-0.0957029243252427	-0.0405800533765728	-0.0502113399760194	-0.986769378980582	-0.986251971990291	-0.984784054466019	-0.954426465776699	-0.944074951456311	-0.954426465776699	-0.944074951456311	-0.982768731213592	-0.978742694320388	-0.949319013300971	-0.950597862572816	-0.988060211796116	-0.984673843592233	-0.985193427135922	-0.954184605291262	-0.956664570533981	-0.986225860242718	-0.939985545970874	-0.927917594349515	-0.98534871868932	-0.973949633932039	-0.979402743543689	-0.98657031038835	-0.976490587524272	-0.983882350873786	-0.97860804131068	-0.970798323737864	-0.964175632572816	-0.98312821684466	-0.95986227276699	-0.963169821553398	-0.958030358252427	-0.945747649708738	-0.978301366456311	-0.978239549271845	-0.963983018009709	-0.950970747427184	-0.985282645145631	-0.984700030970874
"13"	"WALKING_DOWNSTAIRS 17"	0.282363179583333	-0.0140398520020833	-0.104340214822917	-0.9854918546875	-0.936597726979167	-0.945568020208333	0.930084857395833	-0.183443679770833	-0.0722396231145833	-0.984245516354167	-0.9688878915625	-0.9549598659375	0.0740492220958333	0.0065990338575	-0.00841904702229167	-0.985265893020833	-0.9719063628125	-0.982379596979167	-0.02754349186875	-0.0803652652916667	0.081383720875	-0.944408085729167	-0.968501200729167	-0.958173836041667	-0.10042703626875	-0.0415985097802083	-0.0507512488905208	-0.974479969375	-0.986518955208333	-0.984141097916667	-0.956246806770833	-0.94764929125	-0.956246806770833	-0.94764929125	-0.9818477034375	-0.979346470104167	-0.946495785	-0.933482328541667	-0.984637978958333	-0.982346360208333	-0.984538841041667	-0.9496916484375	-0.9620609975	-0.986125784270833	-0.934213870291667	-0.941280673541667	-0.985495493541667	-0.9717453759375	-0.979602626979167	-0.9864088384375	-0.974237193541667	-0.983789378333333	-0.947477811145833	-0.973345512291667	-0.963959562708333	-0.944886423229167	-0.9662214428125	-0.960489928645833	-0.9608207028125	-0.949302793229167	-0.978606764479167	-0.979326002604167	-0.954101311354167	-0.932971298020833	-0.9831777578125	-0.982264247604167
"14"	"WALKING_DOWNSTAIRS 19"	0.278366351225166	-0.017380273611755	-0.108471271062914	-0.986244320794702	-0.936728255264901	-0.94330621234106	0.940252141092715	-0.22399198592053	0.0161543965511589	-0.989834058178808	-0.973703294238411	-0.957334574801325	0.0759446421556291	0.0107816459172086	-0.00677027556923841	-0.98183582192053	-0.964357353509934	-0.981114164271523	-0.0286311244516225	-0.0709125558576159	0.0801744132115894	-0.941634016125828	-0.962696146754967	-0.958617868410596	-0.0993632222665563	-0.0415414215731788	-0.0520312507896358	-0.968600029271523	-0.98206104486755	-0.977485114072848	-0.957463646258278	-0.950432687748344	-0.957463646258278	-0.950432687748344	-0.978163730860927	-0.973343859966887	-0.940522411258278	-0.922945096622517	-0.979821235993377	-0.975447850364238	-0.983456243046358	-0.945499467682119	-0.96041524781457	-0.987668599337748	-0.93586731115894	-0.938777643344371	-0.981888970198675	-0.964830249536424	-0.978021835827815	-0.98347455705298	-0.966499935496689	-0.982862572218543	-0.940846572317881	-0.967466559370861	-0.959887391192053	-0.942910186192053	-0.960466729271523	-0.962129324801325	-0.958486145	-0.953412374900662	-0.972707490662252	-0.973174469172185	-0.945403987847682	-0.923113902880795	-0.976847229470199	-0.975148823013245
"15"	"WALKING_DOWNSTAIRS 21"	0.278608112159091	-0.0165426011677841	-0.109306314694943	-0.989383577443182	-0.954828574431818	-0.957073031306818	0.947069501306818	-0.171469565894318	-0.0636326260522727	-0.988971051818182	-0.971378374943182	-0.961599175625	0.0746115379074432	0.00747478501633523	-0.00348989141283523	-0.987414696079545	-0.980277404545455	-0.985131831193182	-0.02545287816375	-0.0637247553165909	0.0804075787102273	-0.971742314375	-0.973475320568182	-0.975426552840909	-0.0987920007840909	-0.0431403787017045	-0.0526559001857386	-0.978819499261364	-0.985174748465909	-0.988066084034091	-0.967782783465909	-0.963957683693182	-0.967782783465909	-0.963957683693182	-0.986233653011364	-0.982919683011364	-0.965606525738636	-0.958622994261364	-0.9865805325	-0.980970341136364	-0.987866100909091	-0.96414531875	-0.969870228693182	-0.990176509034091	-0.952632242897727	-0.953273284715909	-0.987488999772727	-0.980060810284091	-0.982476368011364	-0.988532067954545	-0.982089330795455	-0.986471485284091	-0.968201062102273	-0.975134902159091	-0.976469705965909	-0.97309219125	-0.972805683181818	-0.977344197329545	-0.9717418475	-0.965053382897727	-0.982580906988636	-0.982254484204545	-0.96714787625	-0.960250813465909	-0.982158098579546	-0.980596960170455
"16"	"WALKING_DOWNSTAIRS 22"	0.280751985552326	-0.015485778726186	-0.103480217130814	-0.982047413575581	-0.929222021511628	-0.932885341017442	0.945289895552326	-0.185183222150669	-0.00184255637133721	-0.987315724389535	-0.966207578895349	-0.947495302936047	0.0749012814075581	0.00808270479084302	-0.00485470196589826	-0.97756440119186	-0.963152529098837	-0.97764363244186	-0.0283535533122674	-0.065364939849593	0.0787752317377907	-0.950578332761628	-0.958101822965116	-0.951085689680233	-0.0983927667828488	-0.0424159040630814	-0.0509828169552326	-0.968210768924419	-0.97910650505814	-0.972993617063953	-0.948896221831395	-0.942333646627907	-0.948896221831395	-0.942333646627907	-0.974885727906977	-0.97033194755814	-0.942312804418605	-0.934431810755814	-0.97763243744186	-0.973690107093023	-0.97904021130814	-0.940486149244186	-0.952732321453488	-0.983545305668605	-0.927695525465116	-0.92787149744186	-0.97793317625	-0.963541655988372	-0.974277129215116	-0.979260470232558	-0.965532211075581	-0.979680666162791	-0.946841867645349	-0.962970329680233	-0.951649129534884	-0.952262122994186	-0.955829099505814	-0.955564583575581	-0.952639184040698	-0.945599641337209	-0.969886571308139	-0.969922620813954	-0.949561845726744	-0.936247326424419	-0.974986203459302	-0.973658233662791
"17"	"SITTING 22"	0.278876372167102	-0.0156344830539426	-0.109261288078909	-0.981611618224543	-0.922744292819843	-0.93077160997389	0.942461613603133	-0.163941923743238	-0.019642998432376	-0.986706355691906	-0.965879656997389	-0.946986333707572	0.0743916708404439	0.00953964725003655	-0.00277485823155614	-0.975798444177546	-0.958937744569191	-0.977223648955614	-0.0236821214979896	-0.0654811293512533	0.0810885692088773	-0.937509656501305	-0.956206389060052	-0.951078543707572	-0.0996186501167102	-0.0422691795543081	-0.0518528633436031	-0.961269774569191	-0.976685026736292	-0.974287041879896	-0.948216544203655	-0.936997655357702	-0.948216544203655	-0.936997655357702	-0.974084685744125	-0.964695448302872	-0.934192350417755	-0.919765128955614	-0.975567146866841	-0.968136870887728	-0.977968011618799	-0.934943937650131	-0.951545113159269	-0.983465229321149	-0.921277920650131	-0.925583395274151	-0.975536550208877	-0.959390039582245	-0.97343820848564	-0.978437239556136	-0.961529658302872	-0.979777798616188	-0.936216218851175	-0.96018032618799	-0.952583874856397	-0.938980857780679	-0.954627740182768	-0.955196748903394	-0.947671217310705	-0.940912140891384	-0.964874007989556	-0.963525861044386	-0.940895618381201	-0.920993506527415	-0.969912999791123	-0.967982688250653
"18"	"SITTING 23"	0.278623412744479	-0.0166573884709464	-0.104608703350505	-0.984997208422713	-0.931222930536278	-0.93816910807571	0.94738788384858	-0.169667002028391	0.000188180739854574	-0.989913342208202	-0.970761368107256	-0.951527137839117	0.0752905712208202	0.00746426473409148	-0.00499113096978864	-0.978526346498423	-0.961302404100946	-0.977308378044164	-0.0272081292360883	-0.0678671566810726	0.0816609340400631	-0.941849379716088	-0.959634995457413	-0.95798961126183	-0.101756585728707	-0.0434965755460568	-0.0533034764217666	-0.962540112555205	-0.979061577886435	-0.976086490536278	-0.953767756876972	-0.945726294100946	-0.953767756876972	-0.945726294100946	-0.975392794542587	-0.967977829968454	-0.939321761167192	-0.926217972681388	-0.976924592365931	-0.970719309432177	-0.981604495646688	-0.940545007066246	-0.954457578927445	-0.986701500757098	-0.930529067444795	-0.934249223753943	-0.978461543753943	-0.961217713659306	-0.973631405205047	-0.980647391388013	-0.964387680630915	-0.97971352170347	-0.93873754659306	-0.963315049369085	-0.958541167570978	-0.943765115205047	-0.95797755488959	-0.961781649747634	-0.954499394290221	-0.949195388233439	-0.967897959716088	-0.967097340851735	-0.945408718643533	-0.927512469242902	-0.972232312681388	-0.970677874826498
"19"	"SITTING 25"	0.278284976388889	-0.0162563276170833	-0.106029601059028	-0.985147126979167	-0.931407487569444	-0.946456906736111	0.930788813888889	-0.192575743190972	-0.0188536997170139	-0.987266991458333	-0.970526311493056	-0.95928610375	0.0753555928368056	0.00964371254062153	-0.00330333184736458	-0.981699051111111	-0.964024453576389	-0.980969587569444	-0.0265498515349306	-0.0681732666545139	0.0782352320260417	-0.942647101076389	-0.962377130104167	-0.9578524015625	-0.0999654021201389	-0.0415144359680556	-0.0525909081714931	-0.966410685659722	-0.980754563333333	-0.977191270833333	-0.9564282471875	-0.9500195209375	-0.9564282471875	-0.9500195209375	-0.977473488368056	-0.973982239131944	-0.9415914021875	-0.928122844548611	-0.978105394583333	-0.974098449895833	-0.982874858125	-0.942520715243056	-0.961396958993056	-0.986258862118056	-0.929879453899306	-0.942551195208333	-0.981766144513889	-0.964096051006944	-0.977837609444444	-0.983340292118056	-0.96667979125	-0.982760905520833	-0.941819021597222	-0.966130231875	-0.959487968715278	-0.943799338819444	-0.960645146354167	-0.961290410555556	-0.958035291076389	-0.953045520381944	-0.973086173159722	-0.974244465381944	-0.946815910381944	-0.929210847881944	-0.975035930034722	-0.974509453993056
"20"	"SITTING 26"	0.27813981054755	-0.0162792254038386	-0.109253752587896	-0.306066258557637	0.013139105598415	-0.208991649505101	0.921976347925072	-0.223827068	-0.0754535692045418	-0.976422923400576	-0.96481245	-0.952409190172911	0.0795966446960231	0.0125443171893372	-0.00848502718962536	-0.259278411676628	-0.070802397156196	-0.418930897048127	-0.0279921815410951	-0.0743670433472623	0.0814405535279251	-0.451502453392219	-0.293938396807925	-0.308493569479827	-0.0996848499004409	-0.0410123551907493	-0.0585549874176945	-0.316972179763689	-0.451433022472046	-0.4102033577	-0.14239665181562	-0.297199537341643	-0.14239665181562	-0.297199537341643	-0.215342028560231	-0.172275573885418	-0.240826739504323	-0.316126271935159	-0.408950504112968	-0.428565342259078	-0.295083660785303	-0.0127840286798271	-0.285132994764352	-0.312018153808646	-0.0390462184389049	-0.232763207493055	-0.303018300500749	-0.140213087119135	-0.388843661713256	-0.280448266367723	-0.0577912853746686	-0.447933970960778	-0.310883990386167	-0.333700397195879	-0.274534310818444	-0.497946102048415	-0.279494381755879	-0.385828280680115	-0.240534801290202	-0.44219319167147	-0.17722167625245	-0.173698477767896	-0.346148193541988	-0.416530795726225	-0.455389962282997	-0.437115145169452
"21"	"SITTING 27"	0.273645438592375	-0.0181531317527683	-0.108382492175953	-0.320027540340762	-0.0482564874510264	-0.285418191634604	0.931167484193548	-0.209306841061584	-0.0501638598762463	-0.977491524721408	-0.965980653489736	-0.954528945043988	0.0811485459987683	0.00992429849589443	0.00601726800794721	-0.265130721920997	-0.131365691335317	-0.488949844695308	-0.0301179785524633	-0.0694739487326393	0.0813363840993255	-0.492022981856598	-0.371850003054985	-0.357556433684457	-0.0952352582902933	-0.0495322686541936	-0.0487255184560411	-0.385668035697947	-0.535456680967449	-0.457280657188856	-0.181489181927859	-0.336971710233431	-0.181489181927859	-0.336971710233431	-0.253323455203226	-0.216735045278299	-0.302195942056598	-0.406078519849853	-0.47813495498827	-0.510409661311437	-0.300276851480059	-0.0641360123912023	-0.35101827511349	-0.329341358504399	-0.101720340050821	-0.307453970539912	-0.308011005492082	-0.190802212719648	-0.461949923584692	-0.286799214110557	-0.125770358477537	-0.514921242969795	-0.372540380410557	-0.414545174999707	-0.327144739465396	-0.531711535143695	-0.354285566380352	-0.428851423390029	-0.274016135245308	-0.479908919237537	-0.221883150800587	-0.217168935072727	-0.426156407086217	-0.497574468363636	-0.530399780038622	-0.521382183390029
"22"	"SITTING 28"	0.274309437582781	-0.0185948901200662	-0.109530613486755	-0.311342540137086	0.00165716653877483	-0.314435802615894	0.933132916291391	-0.21629249413245	-0.0411761106529801	-0.976113875463576	-0.968276596655629	-0.957777500728477	0.0814201714839735	0.0349847013846026	0.00403142617605629	-0.278435701109603	-0.0862884557598675	-0.518329895324503	-0.0291141160964901	-0.0720995484065662	0.0805804252842533	-0.476574876701987	-0.35174360025894	-0.34898835217053	-0.104428654202318	-0.0446357673576159	-0.0528766690448013	-0.380495889192053	-0.547296363172185	-0.450140518193709	-0.168845420266808	-0.338779974503311	-0.168845420266808	-0.338779974503311	-0.25634941160457	-0.225132938049007	-0.280377640202848	-0.405675720737417	-0.48073823318543	-0.535085611529801	-0.29310169989851	-0.0123784533360927	-0.37471456222351	-0.320282595109934	-0.0558189170705298	-0.336652141303311	-0.313158769014901	-0.150979665033775	-0.484414620622517	-0.307708742496026	-0.0784339408697748	-0.551274603758278	-0.358801017929801	-0.40827404938543	-0.320650822437748	-0.515842828162252	-0.327202633927815	-0.420272020006623	-0.281193446447351	-0.477836094271523	-0.219762324677483	-0.240188475765099	-0.433732149834437	-0.491513974066225	-0.546626441511325	-0.554143305324503
"23"	"STANDING 28"	0.277974722	-0.0184163176102738	-0.109657243384615	-0.314236840045538	-0.0287457150998462	-0.257344381231877	0.943117260615385	-0.181710135181846	-0.0687535279845538	-0.977649577076923	-0.967853496769231	-0.954628575323077	0.0630088783723077	-0.00666844536123077	-0.000497751748923078	-0.263499477116308	-0.109989332138092	-0.466900696940615	-0.0508863445599077	-0.0606631104387692	0.0938663941770769	-0.464344142723077	-0.308235168183723	-0.333863034501538	-0.0806292667455385	-0.0467535176421231	-0.0512829628488615	-0.376140939535385	-0.473884120347692	-0.441411809469846	-0.165158259013538	-0.340812702615385	-0.165158259013538	-0.340812702615385	-0.232673786459077	-0.225889075198369	-0.251468256692923	-0.363544300165538	-0.436118783855385	-0.477593035448923	-0.296146242848308	-0.0506994349967385	-0.322501121098462	-0.322819575892308	-0.0802633595828308	-0.28234635722	-0.308241498685877	-0.180918224264557	-0.438229818169231	-0.283685955338062	-0.0931609746517538	-0.494709704771385	-0.341967726996923	-0.342391714108954	-0.303449469718215	-0.505151252685231	-0.296104500119385	-0.407150018775385	-0.277008874628308	-0.483439054061538	-0.218594579967815	-0.242060931620462	-0.387438371302831	-0.460137667396615	-0.488873948590769	-0.501200823423077
"24"	"STANDING 29"	0.276775740194805	-0.0180022251980029	-0.107445485336688	-0.309376977890942	-0.0362739614962013	-0.296001163340909	0.943651131493507	-0.16438607660487	-0.0305534045958117	-0.979052831688312	-0.96685729711039	-0.952603161493507	0.0767065154814935	0.00988291825802442	-0.00388957818340909	-0.258082235580519	-0.115549905973182	-0.497060754428571	-0.038392882178474	-0.0683361272131169	0.0939316706932467	-0.447037791996753	-0.378476976282468	-0.330787509886364	-0.0916457291674253	-0.0406189847415584	-0.0612284061292532	-0.399852292899026	-0.542095606571429	-0.464020668225325	-0.16917187141476	-0.353874114753247	-0.16917187141476	-0.353874114753247	-0.241086250001299	-0.228040201431494	-0.271259957708442	-0.392702955305844	-0.482271083816883	-0.533672152223182	-0.290429439468506	-0.058833096568961	-0.367622202107792	-0.318600407241234	-0.0871980699899675	-0.314990377808052	-0.307544104405195	-0.186548687015942	-0.473448355191558	-0.27366522251198	-0.0983260964961039	-0.519944619938312	-0.337072299577273	-0.414788866844805	-0.310602654281818	-0.484169808578766	-0.363949250730195	-0.400626158545455	-0.285035894110942	-0.498067770308442	-0.22554356021461	-0.237402454388961	-0.428562118238312	-0.475397607633117	-0.543434579314935	-0.554929802876299
"25"	"STANDING 30"	0.278730582929293	-0.0186950718515152	-0.109239649262626	-0.353968060808081	-0.0878724031717172	-0.324030461292929	0.945836303030303	-0.148403821191919	-0.0526067648585859	-0.98216012959596	-0.970254395858586	-0.958906888989899	0.0820766915878788	0.00640935025656565	-0.0298919011242424	-0.309866584569697	-0.109594864138384	-0.521387441984646	-0.026887237979798	-0.0758407358070707	0.0903846559757576	-0.527445112323232	-0.478282526323232	-0.384363400717172	-0.0944556588407071	-0.0448727046631313	-0.0461726105434343	-0.465060998686869	-0.578088487191919	-0.503806131212121	-0.213301493333333	-0.419271338434343	-0.213301493333333	-0.419271338434343	-0.276588651139485	-0.243823199423232	-0.371255480741414	-0.495960590252525	-0.531211538050505	-0.556139011686869	-0.343063013131313	-0.0834899336769697	-0.39198950379899	-0.359362735757576	-0.150643799571717	-0.341289519777778	-0.364710367252525	-0.180318486507071	-0.501479105959596	-0.315463382870707	-0.0938172571858586	-0.540090074422222	-0.418545973030303	-0.498119095373737	-0.369460042525253	-0.563433918686869	-0.471679693888889	-0.446873737777778	-0.352187930272727	-0.551968461616162	-0.258557439239394	-0.232031751187576	-0.507691938787879	-0.579061435545455	-0.580710048131313	-0.557322236161616
"26"	"STANDING 2"	0.296042614056047	-0.0172784951289911	-0.108783985551263	0.155646762326463	0.115503357783658	-0.128417284560472	0.915750073067847	-0.181792326132271	-0.0742050912715929	-0.944029233952802	-0.935679219882006	-0.905756785250737	0.0723617994560472	0.00845005757492625	0.0032658891420059	0.0530024493240413	-0.0434651576374631	-0.341509387704926	-0.104711461824484	-0.0457296739938053	0.100679500398702	-0.274459266575221	-0.277774431011504	-0.224144060625546	-0.0675335582775221	-0.0515691950849558	-0.0435376385639233	-0.33828997420059	-0.406778740888378	-0.280238034103156	0.163776573340442	0.163188953776932	0.163776573340442	0.163188953776932	-0.044835083530649	0.0554233111869911	-0.0585780650354867	-0.181785237414749	-0.356522454753687	-0.394738198560177	0.11100129440177	0.109553711994572	-0.150619573439971	0.169123584000147	0.0461191927158407	-0.189209071529499	0.0171050933292035	-0.0735851720758112	-0.275729238558997	-0.00605833121946903	-0.0782183267392832	-0.407286144491563	-0.151696329361062	-0.244781630440118	-0.108405050081032	-0.318023074525664	-0.30731452911705	-0.339260235416519	0.210853784900295	-0.0491831630619469	0.0879835967313569	0.00180119469174041	-0.217280502841298	-0.306354767010472	-0.382411671860767	-0.456729859962625
"27"	"STANDING 4"	0.283571690866667	-0.0163014697305861	-0.100136717204167	0.0896261702063889	0.03120398567875	-0.208319248703889	0.929427121194444	-0.160678180437778	-0.0274903920174722	-0.948803854694444	-0.931957813027778	-0.908405586555556	0.0805061333343611	0.00877809953188889	-0.0129579960366667	-0.0626780325285833	-0.0885729929666667	-0.405622721636667	-0.0775385000115417	-0.0549603808680278	0.0960691107464167	-0.337031627059444	-0.350506424136944	-0.278000446910556	-0.06972785735975	-0.0572481715955556	-0.0575237100472778	-0.393258781094167	-0.495183874553722	-0.322629859420833	0.0862466464533056	0.0937482049716667	0.0862466464533056	0.0937482049716667	-0.13094382393425	-0.0520010439524722	-0.134472345565278	-0.267524651434667	-0.432732580733333	-0.472854901396278	0.0178403201183333	0.0347758399497222	-0.231974760804778	0.113306841199444	-0.0386493526396667	-0.261202366790278	-0.0966467667352778	-0.1318633951725	-0.349980454976944	-0.113108459557836	-0.104618693475833	-0.460665535619722	-0.225781677754167	-0.343356495930278	-0.167352637948139	-0.377541982386028	-0.363343744503333	-0.386896588466667	0.115942765148333	-0.09223886025775	-0.0347114263135278	-0.0844331231714717	-0.311779236875556	-0.371008742960833	-0.465787240073056	-0.521387269125
"28"	"STANDING 9"	0.286488597602941	-0.015249328858962	-0.110455529153431	0.0716982706740196	0.0536123646069608	-0.211250763050074	0.929980833578431	-0.172936965531373	-0.040960986181348	-0.953009619681373	-0.936777757328431	-0.921048833406863	0.099063231046973	0.000548181484901961	-0.00587466541715686	-0.0611669654032108	-0.0713309042428946	-0.395891114828431	-0.0962860347633088	-0.0402819558117868	0.0949474868126226	-0.351128852556373	-0.349232842979412	-0.287567671473039	-0.0758067312541912	-0.0417475495918382	-0.0648496637404412	-0.391487129317402	-0.467057019262255	-0.342755876492892	0.0716770172544363	0.110665114724779	0.0716770172544363	0.110665114724779	-0.132531109389387	-0.0119178514015441	-0.152311742986225	-0.263419950731127	-0.427929331683824	-0.430993451847059	0.0117233603090686	0.0503863715437255	-0.232164379085294	0.0907081076467157	-0.0135515791303922	-0.265644012769804	-0.0992282649102696	-0.122027086396569	-0.345688192177451	-0.107312922706863	-0.0802109571813725	-0.445319843440686	-0.236549635784559	-0.326506910740196	-0.187633617961765	-0.391763394516422	-0.371872448468627	-0.390825654210784	0.127586448730343	-0.0746178572030882	-0.00328371332254902	-0.0331623511340686	-0.301254384138554	-0.37099067481201	-0.437421454047794	-0.464262167891912
"29"	"STANDING 10"	0.286920868	-0.0166786023948462	-0.102702339007358	0.0916217162294314	0.0383359393790301	-0.212549956989465	0.930213688394649	-0.1568265174301	-0.0524512931024846	-0.952921887725752	-0.932015763210702	-0.91322426173913	0.105424991112375	-0.017386000549398	-0.0211298045866221	-0.0604903620658863	-0.0931847508260535	-0.411856376482207	-0.0516950513822742	-0.0762034517478261	0.0858319016772575	-0.373624484873244	-0.383568131304348	-0.301599086971237	-0.0786173460148495	-0.056698514194214	-0.0500880687990635	-0.408299692986622	-0.496299484217391	-0.361221688513043	0.0887752637654849	0.0988683533488294	0.0887752637654849	0.0988683533488294	-0.13639397362408	-0.0367287609598662	-0.174138494801672	-0.294642402314515	-0.45120238290301	-0.468419057208027	0.00247494672070234	0.0317062256270903	-0.238158144950268	0.121446625291973	-0.0259803916936455	-0.264681633356856	-0.107591724923843	-0.138554739705351	-0.361068816912709	-0.0970012476473244	-0.105775018355686	-0.461664771083612	-0.258129939966589	-0.356960525374582	-0.198388546669231	-0.414263608698997	-0.408223898706689	-0.405042141880268	0.118970547623411	-0.0860355084588629	-0.0310854622093311	-0.0539065601068896	-0.328638515169231	-0.398358415541806	-0.468392420395853	-0.50832448313913
"30"	"LAYING 10"	0.263717830188608	-0.0279011695932722	-0.120544756609494	-0.226716570625949	-0.0136598627738924	-0.214091993491139	0.879072088449367	-0.278680813759494	-0.139217683170797	-0.944682352246835	-0.9207447	-0.902410086455696	0.0649372089904114	0.0154660078881329	-0.00424833203243671	-0.350389964598101	-0.297003718031329	-0.62104757839557	-0.00811933379335443	-0.0837362426356329	0.0636242950627532	-0.445258545838608	-0.420533446933544	-0.213472340937405	-0.107093505169399	-0.0404364550117089	-0.0577925065035443	-0.517391933854747	-0.678640806708861	-0.551957503193481	-0.0983695172312025	-0.256780093500949	-0.0983695172312025	-0.256780093500949	-0.367603467965506	-0.381566421265823	-0.199867604682057	-0.372691768952848	-0.602654152151899	-0.662829394113924	-0.282488542408576	-0.104083679027215	-0.372404381957595	-0.20720905995443	-0.0327247076199684	-0.197127266137342	-0.37696079708481	-0.319900955647658	-0.583728961613924	-0.382011545585443	-0.321710580720886	-0.657560531455696	-0.362980999648101	-0.495821603727848	-0.271718638815823	-0.476132887091772	-0.387994679458861	-0.271342774615823	-0.260560775750316	-0.372706996753165	-0.344798989125316	-0.438502786995886	-0.470860133405063	-0.420367917386076	-0.654820731202532	-0.699358217848101
